unitId,fleetId,firstSeenAt,lastSeenAt,updatedAt,lastEndOfDayMiles,endOfDayMileageByDate,vehicles,services
PZ88,DUM/4,2026-04-30T15:15:56.446Z,2026-05-03T19:05:08.269Z,2026-05-03T19:05:08.269Z,1636909,"{""2026-05-01"":1636513,""2026-05-03"":1636909}","[{""vehicleId"":""17174"",""typeOfVehicle"":""C"",""position"":1,""plannedGroupId"":null,""specificType"":""AE1020A"",""lengthMm"":23268,""weightTonnes"":34,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""CSUY"",""numberOfSeats"":36,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1986-06-09"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""12100"",""typeOfVehicle"":""C"",""position"":2,""plannedGroupId"":null,""specificType"":""AC2200E"",""lengthMm"":23000,""weightTonnes"":36,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""DSUW"",""numberOfSeats"":35,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1975-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10225"",""typeOfVehicle"":""C"",""position"":3,""plannedGroupId"":null,""specificType"":""AJ1090E"",""lengthMm"":23268,""weightTonnes"":40,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":18,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1975-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10612"",""typeOfVehicle"":""C"",""position"":4,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""SW"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10590"",""typeOfVehicle"":""C"",""position"":5,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10584"",""typeOfVehicle"":""C"",""position"":6,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10589"",""typeOfVehicle"":""C"",""position"":7,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]}]","[{""rid"":""202604308034285"",""start"":""2026-04-30T20:20:00"",""end"":""2026-04-30T20:23:00"",""startTpl"":""RDNGTCD"",""endTpl"":""RDNGSTN"",""headcode"":""5C50"",""position"":3,""reversed"":false},{""rid"":""202604308029953"",""start"":""2026-04-30T23:45:00"",""end"":""2026-05-01T00:34:00"",""startTpl"":""PADTON"",""endTpl"":""RDNGSTN"",""headcode"":""1C50"",""position"":2,""reversed"":true},{""rid"":""202605018034284"",""start"":""2026-05-01T09:21:00"",""end"":""2026-05-01T09:36:00"",""startTpl"":""PENZNCE"",""endTpl"":""PENZTMD"",""headcode"":""5C50"",""position"":2,""reversed"":false},{""rid"":""202605018034032"",""start"":""2026-05-01T20:12:00"",""end"":""2026-05-01T20:22:00"",""startTpl"":""PENZTMD"",""endTpl"":""PENZNCE"",""headcode"":""5A50"",""position"":1,""reversed"":false},{""rid"":""202605018029701"",""start"":""2026-05-01T21:45:00"",""end"":""2026-05-01T23:51:00"",""startTpl"":""PENZNCE"",""endTpl"":""PLYMTH"",""headcode"":""1A50"",""position"":3,""reversed"":true},{""rid"":""202605028034031"",""start"":""2026-05-02T07:34:00"",""end"":""2026-05-02T08:11:00"",""startTpl"":""PADTON"",""endTpl"":""RDNGTCD"",""headcode"":""5A50"",""position"":2,""reversed"":false},{""rid"":""202605038034288"",""start"":""2026-05-03T20:26:00"",""end"":""2026-05-03T20:29:00"",""startTpl"":""RDNGTCD"",""endTpl"":""RDNGSTN"",""headcode"":""5C50"",""position"":3,""reversed"":false},{""rid"":""202605038029955"",""start"":""2026-05-03T23:50:00"",""end"":""2026-05-04T00:35:30"",""startTpl"":""PADTON"",""endTpl"":""RDNGSTN"",""headcode"":""1C50"",""position"":2,""reversed"":true},{""rid"":""202605048034284"",""start"":""2026-05-04T09:21:00"",""end"":""2026-05-04T09:36:00"",""startTpl"":""PENZNCE"",""endTpl"":""PENZTMD"",""headcode"":""5C50"",""position"":2,""reversed"":false}]"
PZ89,DUM/4,2026-04-30T19:00:36.646Z,2026-05-03T19:43:28.196Z,2026-05-03T19:43:28.196Z,1625774,"{""2026-05-01"":1625378,""2026-05-03"":1625774}","[{""vehicleId"":""17173"",""typeOfVehicle"":""C"",""position"":1,""plannedGroupId"":null,""specificType"":""AE1020A"",""lengthMm"":23268,""weightTonnes"":34,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""CSUY"",""numberOfSeats"":36,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1986-06-09"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""12161"",""typeOfVehicle"":""C"",""position"":2,""plannedGroupId"":null,""specificType"":""AC2200E"",""lengthMm"":23000,""weightTonnes"":36,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""DSUW"",""numberOfSeats"":35,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1977-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10219"",""typeOfVehicle"":""C"",""position"":3,""plannedGroupId"":null,""specificType"":""AJ1090E"",""lengthMm"":23268,""weightTonnes"":40,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""SU"",""numberOfSeats"":18,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1975-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":125,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10601"",""typeOfVehicle"":""C"",""position"":4,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""SW"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2025-04-03"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10596"",""typeOfVehicle"":""C"",""position"":5,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""IC"",""decor"":""ZZ"",""specialCharacteristics"":""L"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10594"",""typeOfVehicle"":""C"",""position"":6,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1983-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""10563"",""typeOfVehicle"":""C"",""position"":7,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1982-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[{""maintenanceUid"":""222315109"",""code"":""UC"",""location"":""LA1"",""description"":""Buckeye TailPins to renew when material avai(..R2)"",""status"":""O"",""statusLabel"":""Open""},{""maintenanceUid"":""222925128"",""code"":""HA"",""location"":""PZ1"",""description"":""a/c module suspect power fault compressor no(..R2)"",""status"":""O"",""statusLabel"":""Open""},{""maintenanceUid"":""223135131"",""code"":""MO"",""location"":""PZ1"",""description"":""M/A RUNNING BUT NO OUTPUT. SHUNTED LOOU TO T(..R2)"",""status"":""O"",""statusLabel"":""Open""}]},{""vehicleId"":""10534"",""typeOfVehicle"":""C"",""position"":8,""plannedGroupId"":null,""specificType"":""AU4010A"",""lengthMm"":23000,""weightTonnes"":44,""livery"":""GW"",""decor"":""ZZ"",""specialCharacteristics"":""S"",""numberOfSeats"":null,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""1982-06-30"",""dateRegistered"":""2026-03-23"",""registeredCategory"":""G"",""registeredCategoryLabel"":""Loco-hauled passenger coaching stock"",""vehicleName"":null,""trainBrakeType"":""A"",""trainBrakeTypeLabel"":""Air"",""maximumSpeedMph"":100,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]}]","[{""rid"":""202604308034032"",""start"":""2026-04-30T20:12:00"",""end"":""2026-04-30T20:22:00"",""startTpl"":""PENZTMD"",""endTpl"":""PENZNCE"",""headcode"":""5A50"",""position"":1,""reversed"":true},{""rid"":""202604308029703"",""start"":""2026-04-30T21:45:00"",""end"":""2026-04-30T23:51:00"",""startTpl"":""PENZNCE"",""endTpl"":""PLYMTH"",""headcode"":""1A50"",""position"":4,""reversed"":false},{""rid"":""202605018034033"",""start"":""2026-05-01T07:33:00"",""end"":""2026-05-01T08:35:30"",""startTpl"":""PADTON"",""endTpl"":""RDNGSTN"",""headcode"":""5A50"",""position"":2,""reversed"":true},{""rid"":""202605018034285"",""start"":""2026-05-01T20:20:00"",""end"":""2026-05-01T20:23:00"",""startTpl"":""RDNGTCD"",""endTpl"":""RDNGSTN"",""headcode"":""5C50"",""position"":4,""reversed"":true},{""rid"":""202605018029950"",""start"":""2026-05-01T23:45:00"",""end"":""2026-05-02T00:33:30"",""startTpl"":""PADTON"",""endTpl"":""RDNGSTN"",""headcode"":""1C50"",""position"":2,""reversed"":false},{""rid"":""202605028034287"",""start"":""2026-05-02T08:56:00"",""end"":""2026-05-02T09:11:00"",""startTpl"":""PENZNCE"",""endTpl"":""PENZTMD"",""headcode"":""5C50"",""position"":3,""reversed"":true},{""rid"":""202605038034034"",""start"":""2026-05-03T19:50:00"",""end"":""2026-05-03T20:00:00"",""startTpl"":""PENZTMD"",""endTpl"":""PENZNCE"",""headcode"":""5A50"",""position"":1,""reversed"":true},{""rid"":""202605038029702"",""start"":""2026-05-03T21:15:00"",""end"":""2026-05-03T23:15:00"",""startTpl"":""PENZNCE"",""endTpl"":""PLYMTH"",""headcode"":""1A50"",""position"":4,""reversed"":false},{""rid"":""202605048034033"",""start"":""2026-05-04T07:33:00"",""end"":""2026-05-04T08:35:30"",""startTpl"":""PADTON"",""endTpl"":""RDNGSTN"",""headcode"":""5A50"",""position"":2,""reversed"":true}]"
