unitId,fleetId,firstSeenAt,lastSeenAt,updatedAt,lastEndOfDayMiles,endOfDayMileageByDate,vehicles,services
730203,730/2,2026-04-30T19:00:38.515Z,2026-05-03T00:31:29.459Z,2026-05-03T00:31:29.459Z,15266,"{""2026-05-01"":14716,""2026-05-02"":14784,""2026-05-03"":15266}","[{""vehicleId"":""490203"",""typeOfVehicle"":""C"",""position"":1,""plannedGroupId"":""730203"",""specificType"":""EL2510A"",""lengthMm"":23460,""weightTonnes"":38,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":82,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":1,""dateEnteredService"":""2024-08-07"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""491203"",""typeOfVehicle"":""C"",""position"":2,""plannedGroupId"":""730203"",""specificType"":""ER2560A"",""lengthMm"":23310,""weightTonnes"":37,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":90,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2024-08-07"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""492203"",""typeOfVehicle"":""C"",""position"":3,""plannedGroupId"":""730203"",""specificType"":""ER2550A"",""lengthMm"":23310,""weightTonnes"":40,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":61,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2024-08-07"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""493203"",""typeOfVehicle"":""C"",""position"":4,""plannedGroupId"":""730203"",""specificType"":""ER2540A"",""lengthMm"":23310,""weightTonnes"":37,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":90,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2024-08-07"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""494203"",""typeOfVehicle"":""C"",""position"":5,""plannedGroupId"":""730203"",""specificType"":""EA3160A"",""lengthMm"":23460,""weightTonnes"":38,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":39,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":1,""dateEnteredService"":""2024-08-07"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]}]","[{""rid"":""202604308705564"",""start"":""2026-04-30T17:46:00"",""end"":""2026-04-30T18:18:00"",""startTpl"":""EUSTON"",""endTpl"":""MKNSCEN"",""headcode"":""1U45"",""position"":2,""reversed"":false},{""rid"":""202604308705566"",""start"":""2026-04-30T20:32:00"",""end"":""2026-04-30T20:41:00"",""startTpl"":""STAFFRD"",""endTpl"":""RUGL"",""headcode"":""1U46"",""position"":1,""reversed"":false},{""rid"":""202604308005980"",""start"":""2026-04-30T22:38:00"",""end"":""2026-04-30T22:44:00"",""startTpl"":""EUSTON"",""endTpl"":""CMDNCSD"",""headcode"":""5C46"",""position"":2,""reversed"":false},{""rid"":""202604308006040"",""start"":""2026-04-30T23:36:00"",""end"":""2026-04-30T23:43:00"",""startTpl"":""CMDNCSD"",""endTpl"":""EUSTON"",""headcode"":""5U23"",""position"":1,""reversed"":false},{""rid"":""202605018705507"",""start"":""2026-05-01T06:43:00"",""end"":""2026-05-01T07:15:00"",""startTpl"":""EUSTON"",""endTpl"":""MKNSCEN"",""headcode"":""1U23"",""position"":2,""reversed"":false},{""rid"":""202605018705509"",""start"":""2026-05-01T09:13:00"",""end"":""2026-05-01T09:31:00"",""startTpl"":""CREWE"",""endTpl"":""STAFFRD"",""headcode"":""1U24"",""position"":1,""reversed"":false},{""rid"":""202605018705530"",""start"":""2026-05-01T11:46:00"",""end"":""2026-05-01T12:18:00"",""startTpl"":""EUSTON"",""endTpl"":""MKNSCEN"",""headcode"":""1U33"",""position"":2,""reversed"":false},{""rid"":""202605018705532"",""start"":""2026-05-01T14:13:00"",""end"":""2026-05-01T14:31:00"",""startTpl"":""CREWE"",""endTpl"":""STAFFRD"",""headcode"":""1U34"",""position"":1,""reversed"":false},{""rid"":""202605018708105"",""start"":""2026-05-01T16:34:00"",""end"":""2026-05-01T16:53:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2T55"",""position"":2,""reversed"":false},{""rid"":""202605018705559"",""start"":""2026-05-01T16:46:00"",""end"":""2026-05-01T17:18:00"",""startTpl"":""EUSTON"",""endTpl"":""MKNSCEN"",""headcode"":""1U43"",""position"":2,""reversed"":false},{""rid"":""202605018705562"",""start"":""2026-05-01T19:13:00"",""end"":""2026-05-01T19:31:00"",""startTpl"":""CREWE"",""endTpl"":""STAFFRD"",""headcode"":""1U44"",""position"":1,""reversed"":false},{""rid"":""202605018708508"",""start"":""2026-05-01T19:15:00"",""end"":""2026-05-01T19:20:00"",""startTpl"":""BLTCHLY"",""endTpl"":""BLTCTMD"",""headcode"":""5B51"",""position"":2,""reversed"":false},{""rid"":""202605018706894"",""start"":""2026-05-01T21:53:00"",""end"":""2026-05-01T22:12:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K67"",""position"":2,""reversed"":false},{""rid"":""202605018708521"",""start"":""2026-05-01T23:12:00"",""end"":""2026-05-01T23:28:00"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCCS"",""headcode"":""5B67"",""position"":1,""reversed"":false},{""rid"":""202605028005970"",""start"":""2026-05-02T21:40:00"",""end"":""2026-05-02T21:55:30"",""startTpl"":""MKNSCEN"",""endTpl"":""NMPTN"",""headcode"":""2Y73"",""position"":1,""reversed"":false},{""rid"":""202605038708397"",""start"":""2026-05-03T09:34:00"",""end"":""2026-05-03T10:09:00"",""startTpl"":""BHAMNWS"",""endTpl"":""COVNTRY"",""headcode"":""2Y08"",""position"":1,""reversed"":false},{""rid"":""202605038706756"",""start"":""2026-05-03T12:24:00"",""end"":""2026-05-03T12:42:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K19"",""position"":1,""reversed"":false},{""rid"":""202605038706759"",""start"":""2026-05-03T13:56:00"",""end"":""2026-05-03T13:59:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K20"",""position"":1,""reversed"":false},{""rid"":""202605038706798"",""start"":""2026-05-03T15:23:00"",""end"":""2026-05-03T15:41:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K31"",""position"":1,""reversed"":false},{""rid"":""202605038706801"",""start"":""2026-05-03T16:56:00"",""end"":""2026-05-03T17:00:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K32"",""position"":1,""reversed"":false},{""rid"":""202605038706840"",""start"":""2026-05-03T18:22:00"",""end"":""2026-05-03T18:42:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K43"",""position"":1,""reversed"":false},{""rid"":""202605038706843"",""start"":""2026-05-03T19:54:00"",""end"":""2026-05-03T19:57:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K44"",""position"":1,""reversed"":false},{""rid"":""202605038708419"",""start"":""2026-05-03T21:31:00"",""end"":""2026-05-03T21:45:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2N57"",""position"":1,""reversed"":false},{""rid"":""202605038006045"",""start"":""2026-05-03T23:18:00"",""end"":""2026-05-03T23:21:00"",""startTpl"":""NMPTN"",""endTpl"":""NMPTNNJ"",""headcode"":""5Y59"",""position"":1,""reversed"":false}]"
730205,730/2,2026-04-30T15:15:55.681Z,2026-05-02T11:56:25.662Z,2026-05-02T11:56:25.662Z,127899,"{""2026-05-01"":127179,""2026-05-02"":127899}","[{""vehicleId"":""490205"",""typeOfVehicle"":""C"",""position"":1,""plannedGroupId"":""730205"",""specificType"":""EL2510A"",""lengthMm"":23460,""weightTonnes"":38,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":82,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":1,""dateEnteredService"":""2023-08-21"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""491205"",""typeOfVehicle"":""C"",""position"":2,""plannedGroupId"":""730205"",""specificType"":""ER2560A"",""lengthMm"":23310,""weightTonnes"":37,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":90,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2023-08-21"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""492205"",""typeOfVehicle"":""C"",""position"":3,""plannedGroupId"":""730205"",""specificType"":""ER2550A"",""lengthMm"":23310,""weightTonnes"":40,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":61,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2023-08-23"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""493205"",""typeOfVehicle"":""C"",""position"":4,""plannedGroupId"":""730205"",""specificType"":""ER2540A"",""lengthMm"":23310,""weightTonnes"":37,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":90,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":null,""dateEnteredService"":""2023-08-21"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]},{""vehicleId"":""494205"",""typeOfVehicle"":""C"",""position"":5,""plannedGroupId"":""730205"",""specificType"":""EA3160A"",""lengthMm"":23460,""weightTonnes"":38,""livery"":""ZZ"",""decor"":""ZZ"",""specialCharacteristics"":null,""numberOfSeats"":39,""vehicleStatus"":""N"",""registeredStatus"":""C"",""registeredStatusLabel"":""Operational"",""cabs"":1,""dateEnteredService"":""2023-08-21"",""dateRegistered"":""2026-04-07"",""registeredCategory"":""L"",""registeredCategoryLabel"":""Electric multiple unit (passenger)"",""vehicleName"":null,""trainBrakeType"":""E"",""trainBrakeTypeLabel"":""EP / electro-pneumatic"",""maximumSpeedMph"":110,""restrictiveMaximumSpeedMph"":null,""radioNumberA"":null,""radioNumberB"":null,""defects"":[]}]","[{""rid"":""202604308708110"",""start"":""2026-04-30T17:24:00"",""end"":""2026-04-30T17:43:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2T61"",""position"":2,""reversed"":false},{""rid"":""202604308708111"",""start"":""2026-04-30T18:15:00"",""end"":""2026-04-30T18:31:00"",""startTpl"":""TRING"",""endTpl"":""WATFDJ"",""headcode"":""2T62"",""position"":1,""reversed"":false},{""rid"":""202604308706875"",""start"":""2026-04-30T19:09:00"",""end"":""2026-04-30T19:29:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K55"",""position"":2,""reversed"":false},{""rid"":""202604308704128"",""start"":""2026-04-30T20:26:00"",""end"":""2026-04-30T20:40:00"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCCS"",""headcode"":""5B55"",""position"":1,""reversed"":false},{""rid"":""202604308000034"",""start"":""2026-04-30T21:35:00"",""end"":""2026-04-30T21:40:00"",""startTpl"":""BLTCCS"",""endTpl"":""BLTCHLY"",""headcode"":""5B74"",""position"":1,""reversed"":false},{""rid"":""202605018709034"",""start"":""2026-05-01T06:56:00"",""end"":""2026-05-01T07:55:00"",""startTpl"":""BLTCCS"",""endTpl"":""RUGBY"",""headcode"":""5W18"",""position"":2,""reversed"":false},{""rid"":""202605018705640"",""start"":""2026-05-01T08:02:00"",""end"":""2026-05-01T08:27:00"",""startTpl"":""RUGBY"",""endTpl"":""NMPTN"",""headcode"":""1W18"",""position"":1,""reversed"":false},{""rid"":""202605018706748"",""start"":""2026-05-01T09:39:00"",""end"":""2026-05-01T09:58:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K17"",""position"":2,""reversed"":false},{""rid"":""202605018706752"",""start"":""2026-05-01T11:00:00"",""end"":""2026-05-01T11:03:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K18"",""position"":1,""reversed"":false},{""rid"":""202605018708066"",""start"":""2026-05-01T12:24:00"",""end"":""2026-05-01T12:42:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2T35"",""position"":2,""reversed"":false},{""rid"":""202605018708068"",""start"":""2026-05-01T13:15:00"",""end"":""2026-05-01T13:31:00"",""startTpl"":""TRING"",""endTpl"":""WATFDJ"",""headcode"":""2T36"",""position"":1,""reversed"":false},{""rid"":""202605018706811"",""start"":""2026-05-01T14:09:00"",""end"":""2026-05-01T14:29:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K35"",""position"":2,""reversed"":false},{""rid"":""202605018706813"",""start"":""2026-05-01T15:30:00"",""end"":""2026-05-01T15:33:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K36"",""position"":1,""reversed"":false},{""rid"":""202605018706853"",""start"":""2026-05-01T17:09:00"",""end"":""2026-05-01T17:29:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K47"",""position"":2,""reversed"":false},{""rid"":""202605018005583"",""start"":""2026-05-01T18:28:00"",""end"":""2026-05-01T18:31:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K48"",""position"":1,""reversed"":false},{""rid"":""202605018708120"",""start"":""2026-05-01T19:54:00"",""end"":""2026-05-01T20:12:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2T71"",""position"":2,""reversed"":false},{""rid"":""202605018708121"",""start"":""2026-05-01T20:45:00"",""end"":""2026-05-01T21:01:00"",""startTpl"":""TRING"",""endTpl"":""WATFDJ"",""headcode"":""2T72"",""position"":1,""reversed"":false},{""rid"":""202605018705576"",""start"":""2026-05-01T21:46:00"",""end"":""2026-05-01T22:18:00"",""startTpl"":""EUSTON"",""endTpl"":""MKNSCEN"",""headcode"":""1U53"",""position"":1,""reversed"":false},{""rid"":""202605028705499"",""start"":""2026-05-02T05:25:00"",""end"":""2026-05-02T05:43:00"",""startTpl"":""CREWE"",""endTpl"":""STAFFRD"",""headcode"":""1U00"",""position"":1,""reversed"":false},{""rid"":""202605028706729"",""start"":""2026-05-02T08:08:00"",""end"":""2026-05-02T08:26:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K11"",""position"":2,""reversed"":false},{""rid"":""202605028706731"",""start"":""2026-05-02T09:30:00"",""end"":""2026-05-02T09:33:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K12"",""position"":1,""reversed"":false},{""rid"":""202605028706768"",""start"":""2026-05-02T11:06:00"",""end"":""2026-05-02T11:24:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K23"",""position"":2,""reversed"":false},{""rid"":""202605028706771"",""start"":""2026-05-02T12:29:00"",""end"":""2026-05-02T12:32:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K24"",""position"":1,""reversed"":false},{""rid"":""202605028706810"",""start"":""2026-05-02T14:09:00"",""end"":""2026-05-02T14:27:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K35"",""position"":2,""reversed"":false},{""rid"":""202605028706815"",""start"":""2026-05-02T15:30:00"",""end"":""2026-05-02T15:33:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K36"",""position"":1,""reversed"":false},{""rid"":""202605028706852"",""start"":""2026-05-02T17:09:00"",""end"":""2026-05-02T17:27:00"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2K47"",""position"":2,""reversed"":false},{""rid"":""202605028706855"",""start"":""2026-05-02T18:30:00"",""end"":""2026-05-02T18:33:30"",""startTpl"":""MKNSCEN"",""endTpl"":""BLTCHLY"",""headcode"":""2K48"",""position"":1,""reversed"":false},{""rid"":""202605028707041"",""start"":""2026-05-02T20:03:00"",""end"":""2026-05-02T20:18:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2N69"",""position"":2,""reversed"":false},{""rid"":""202605028708827"",""start"":""2026-05-02T21:24:00"",""end"":""2026-05-02T21:27:00"",""startTpl"":""NMPTN"",""endTpl"":""NMPTNNJ"",""headcode"":""5N70"",""position"":2,""reversed"":false},{""rid"":""202605028707044"",""start"":""2026-05-02T22:31:00"",""end"":""2026-05-02T22:46:30"",""startTpl"":""NMPTN"",""endTpl"":""MKNSCEN"",""headcode"":""2N70"",""position"":1,""reversed"":false},{""rid"":""202605038707062"",""start"":""2026-05-03T00:09:00"",""end"":""2026-05-03T00:25:30"",""startTpl"":""EUSTON"",""endTpl"":""WATFDJ"",""headcode"":""2N93"",""position"":2,""reversed"":false}]"
